ID,First_Name,Last_Name,Pos1,Pos2,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
willijo04,Johnathan,Williams,C,PF,24,WAS,15,6,180,4.9,8.8,0.559,0,0.5,0,4.9,8.3,0.594,1.8,3.4,0.538,6.2,10.4,16.6,2.1,0.3,2.1,1.3,4.2,11.7,126,115,14,0.566,0.059,0.382,14,25.3,19.4,5.9,0.3,3.9,11.2,10.3,0.3,0.1,0.4,0.109,-0.8,-1.4,-2.2,0,106181
willike04,Kenrich,Williams,PF,SF,25,NOP,39,18,832,2.8,8.2,0.347,1.4,5.4,0.258,1.4,2.8,0.52,0.5,1.4,0.346,2.8,7.5,10.3,3.2,1.5,1.2,1.2,4.9,7.6,103,111,7.5,0.429,0.66,0.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,0.1,0.8,0.9,0.05,-3.4,0.9,-2.4,-0.1,1416852
willilo02,Lou,Williams,SG,PG,33,LAC,65,8,1864,9.9,23.7,0.418,2.8,8,0.352,7.1,15.7,0.451,7.4,8.6,0.861,0.8,4.3,5.1,9.3,1.1,0.3,4.6,2,30.1,109,111,17.3,0.546,0.337,0.362,1.8,9.2,5.6,30.1,1.1,0.6,14.4,28.4,2.3,1.8,4.1,0.105,2.2,-1.4,0.8,1.3,8000000
willima02,Marvin,Williams,PF,SF,33,CHO,41,1,808,5.8,13,0.448,2.7,7.3,0.376,3.1,5.8,0.538,2.7,3.1,0.86,0.9,5.8,6.8,2.5,1.6,1.4,1.6,4.4,17.1,115,113,11.8,0.593,0.557,0.238,2,13.2,7.4,7.8,1.6,2.5,9.7,14,0.8,0.6,1.5,0.087,-1.6,0.4,-1.3,0.1,956349
willima02,Marvin,Williams,PF,SF,33,MIL,17,0,321,3.6,8.1,0.439,1.7,5.5,0.308,1.8,2.6,0.722,0.9,1,0.857,2.1,8.4,10.5,2.7,1.4,1.1,1.1,4.6,9.7,119,103,9.8,0.566,0.684,0.123,4.9,17.1,11.4,7.2,1.4,2.2,11.8,8.7,0.3,0.6,0.9,0.139,-1.6,2.5,0.9,0.2,956349
williro04,Robert,Williams,C,C,22,BOS,29,1,388,8,10.9,0.727,0,0,0,8,10.9,0.727,2.7,4.2,0.647,5,10.9,15.9,3.4,2.7,4.4,2.6,6.3,18.7,134,98,23.1,0.728,0,0.386,11.2,24,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1,2,0.253,0.8,4.3,5.1,0.7,1937520
willini01,Nigel,Williams-Goss,PG,SG,25,UTA,10,0,50,4.9,15.6,0.313,1.9,6.8,0.286,2.9,8.8,0.333,1.9,1.9,1,1.9,3.9,5.8,5.8,2.9,1,2.9,5.8,13.6,92,108,8.1,0.415,0.438,0.125,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,-0.1,0.1,0,0.017,-5.2,1.3,-3.9,0,1500000
willizi01,Zion,Williamson,PF,C,19,NOP,24,24,668,14.5,24.9,0.583,0.4,1,0.429,14.1,24,0.59,7.9,12.3,0.64,4.4,6,10.4,3.5,1.1,0.6,4.1,2.9,37.4,115,114,24.1,0.616,0.039,0.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,1.5,0.4,2,0.141,3.5,-1.4,2.1,0.7,9757440
wilsodj01,D.J.,Wilson,PF,C,23,MIL,37,1,363,6.5,16.6,0.394,2.3,9.2,0.247,4.3,7.4,0.576,1.4,2.3,0.611,1.5,10.1,11.6,3.1,0.4,0.6,2.4,4.2,16.7,94,105,8.2,0.475,0.553,0.136,3.5,20.5,12.5,9.1,0.4,1.2,12,18.1,-0.3,0.6,0.3,0.046,-4.1,0.1,-4,-0.2,2961120
winslju01,Justise,Winslow,SF,PG,23,MIA,11,5,352,6.9,17.9,0.388,0.8,3.7,0.222,6.1,14.1,0.431,2.5,3.7,0.667,2.2,7.9,10.1,6.1,1,0.7,3.3,5.3,17.2,93,111,8.5,0.44,0.209,0.209,5.3,17.5,11.6,18.7,1,1.4,14.6,20.6,-0.4,0.4,0,-0.004,-3.5,0,-3.5,-0.1,13000000
woodch01,Christian,Wood,PF,C,24,DET,62,12,1325,10.7,18.9,0.567,2,5.2,0.386,8.7,13.7,0.636,6.7,9,0.744,3.9,10.6,14.5,2.2,1.3,2,3.1,3.6,30.1,123,110,23.2,0.659,0.276,0.476,8.8,24.8,16.7,7.6,1.3,3.4,12,23,3.6,1.5,5.1,0.183,3.5,-0.3,3.1,1.7,1645357
wrighde01,Delon,Wright,SG,PG,27,DAL,73,5,1570,5.8,12.7,0.462,1.4,3.9,0.37,4.4,8.7,0.504,2.4,3.1,0.77,2.2,6.5,8.6,7.5,2.6,0.7,2.2,2.9,15.5,120,110,15.4,0.554,0.309,0.243,4.7,13.8,9.4,21,2.6,1.2,13.8,14.4,2.6,1.8,4.4,0.134,0,1.8,1.9,1.5,9473684
wrighju02,Justin,Wright-Foreman,PG,SG,22,UTA,4,0,45,7.6,21.6,0.35,2.2,10.8,0.2,5.4,10.8,0.5,3.2,4.3,0.75,0,5.4,5.4,7.6,2.2,0,3.2,5.4,20.5,93,110,8.8,0.437,0.5,0.2,0,11.8,6.1,23,2.2,0,12.1,24.1,-0.1,0.1,0,-0.008,-7,-2,-9,-0.1,79568
youngth01,Thaddeus,Young,PF,C,31,CHI,64,16,1591,8.1,18.2,0.448,2.4,6.7,0.356,5.8,11.5,0.501,1.3,2.2,0.583,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20,101,108,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3,12900000
youngtr01,Trae,Young,PG,PG,21,ATL,60,60,2120,12,27.5,0.437,4.5,12.5,0.361,7.5,15,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,114,117,23.9,0.595,0.455,0.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1,6273000
zelleco01,Cody,Zeller,C,C,27,CHO,58,39,1341,9.4,17.9,0.524,0.7,2.8,0.24,8.7,15.1,0.577,4.6,6.7,0.682,6,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24,116,111,18.8,0.576,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.3,1.3,3.6,0.129,0.2,-0.8,-0.6,0.5,14471910
zellety01,Tyler,Zeller,C,C,30,SAS,2,0,4,11.9,47.8,0.25,0,0,0,11.9,47.8,0.25,0,0,0,35.8,11.9,47.8,0,0,0,0,0,23.9,95,116,22.4,0.25,0,0,80.9,26.9,53.9,0,0,0,0,43.2,0,0,0,-0.075,-0.3,-22.1,-22.4,0,245686
zizican01,Ante,Å½iÅ¾iÄ‡,C,C,23,CLE,22,0,221,9,15.9,0.569,0,0,0,9,15.9,0.569,3.1,4.2,0.737,4,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1,116,113,16.4,0.597,0,0.264,9,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1,2281800
zubaciv01,Ivica,Zubac,C,C,22,LAC,72,70,1326,8.4,13.7,0.613,0,0.1,0,8.4,13.7,0.616,4.4,5.9,0.747,7,12.3,19.4,2.9,0.6,2.4,2.2,6,21.2,134,105,21.7,0.651,0.005,0.431,15.9,26.4,21.3,9.1,0.6,4.4,11.8,16.4,4.4,2.3,6.6,0.241,1.9,0.8,2.8,1.6,6481482
