ID,First_Name,Last_Name,Pos1,Pos2,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
mcgeeja01,JaVale,McGee,C,C,32,LAL,68,68,1130,8.2,12.9,0.637,0.1,0.3,0.5,8.1,12.6,0.64,2.2,3.5,0.646,5.3,11.2,16.4,1.6,1.5,4,2.3,6.7,18.8,124,101,19.4,0.652,0.02,0.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1,4000000
mcgruro01,Rodney,McGruder,SG,PG,28,LAC,56,4,871,3.9,9.8,0.398,1.3,4.8,0.27,2.6,5,0.522,1,1.8,0.559,1.6,6.6,8.2,2,1.4,0.4,1.3,4,10.1,100,109,6.7,0.477,0.492,0.188,3.6,14.2,9,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1,0.055,-3.7,0.8,-3,-0.2,4629630
mckinal01,Alfonzo,McKinnie,SF,SG,27,CLE,40,1,593,6,14,0.427,1.1,5.3,0.215,4.8,8.7,0.557,1.8,2.5,0.71,3,6.2,9.3,1.1,1.9,0.7,2.1,5.9,14.9,99,115,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,1361046
mclaujo01,Jordan,McLaughlin,PG,SG,23,MIN,30,2,590,6.8,14,0.489,2.3,6,0.382,4.6,8,0.569,2,3.1,0.667,0.6,3.3,3.9,9.8,2.7,0.3,2.4,2.4,18,121,113,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0,0.3,0.3,79568
mclembe01,Ben,McLemore,SG,PG,26,HOU,71,23,1619,6.9,15.6,0.444,5.2,12.9,0.4,1.7,2.7,0.656,1.4,1.9,0.746,0.6,3.9,4.5,1.7,1.3,0.5,1.4,4.4,20.4,118,113,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8,16,2.2,1.1,3.3,0.099,0,-0.6,-0.5,0.6,2028594
mcraejo01,Jordan,McRae,SG,SF,28,WAS,29,4,654,9.5,22.7,0.42,2.9,7.6,0.377,6.6,15.1,0.441,4.6,5.9,0.771,1.2,6.2,7.4,5.9,1.4,1.1,2.7,4.4,26.4,106,116,15.2,0.523,0.334,0.262,2.7,15.1,8.7,19.1,1.4,2,9.7,24.9,0.4,0.3,0.7,0.051,0.8,-1.2,-0.4,0.3,1645357
mcraejo01,Jordan,McRae,SG,SF,28,DEN,4,0,32,3.1,9.3,0.333,3.1,6.2,0.5,0,3.1,0,4.6,6.2,0.75,1.5,6.2,7.7,6.2,3.1,1.5,0,3.1,13.9,144,108,16.7,0.58,0.667,0.667,3.5,14,8.8,15.6,3.1,2.9,0,10.5,0.1,0,0.1,0.201,1.1,1.4,2.5,0,1645357
mcraejo01,Jordan,McRae,SG,SF,28,DET,4,0,98,7,21.6,0.326,1.5,8,0.188,5.5,13.6,0.407,8,11,0.727,0,7.5,7.5,3.5,0,0,2.5,5,23.6,92,117,6.5,0.446,0.372,0.512,0,17.6,8.7,10.7,0,0,8.7,25.7,-0.1,0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2,1645357
mellini01,NicolÃ²,Melli,C,PF,29,NOP,60,8,1042,6,14.3,0.421,3.1,9.1,0.335,3,5.2,0.573,2.4,3.2,0.74,1.7,6.3,8,3.6,1.5,1,2,5.5,17.5,111,112,11.4,0.556,0.638,0.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,0.9,0.9,1.8,0.082,-1.5,0.2,-1.3,0.2,3902439
meltode01,De'Anthony,Melton,PG,SG,21,MEM,60,8,1167,6.4,16,0.401,1.6,5.6,0.286,4.8,10.4,0.464,3.7,4.8,0.769,1.7,7.1,8.8,7,3.1,0.8,3.4,4.4,18.2,102,107,13.5,0.501,0.349,0.302,4,15.7,9.9,20.1,3.1,1.5,15.6,19.2,0.1,1.7,1.7,0.072,-2.2,2,-0.2,0.5,1416852
metuch01,Chimezie,Metu,PF,C,22,SAS,18,0,105,10.9,19.1,0.571,0,0.9,0,10.9,18.2,0.6,4.6,5.9,0.769,5.5,9.6,15,4.6,1.4,2.7,4.6,3.2,26.4,113,110,22.2,0.608,0.048,0.31,12.3,21.6,16.9,14.9,1.4,5,17.3,23.7,0.2,0.1,0.3,0.13,1.9,-0.1,1.8,0.1,1416852
middlkh01,Khris,Middleton,SF,SG,28,MIL,62,59,1853,11.6,23.3,0.497,3.6,8.7,0.415,8,14.6,0.546,5.1,5.6,0.916,1.1,8.3,9.4,6.5,1.3,0.2,3.4,3.5,32,118,104,21.1,0.619,0.374,0.24,2.5,17,10.2,22.2,1.3,0.3,11.6,26.4,4.6,3.3,7.9,0.205,3.4,0.7,4.1,2.9,30603448
mikaer01,Eric,Mika,PF,SF,25,SAC,1,0,19,5.1,7.7,0.667,0,0,0,5.1,7.7,0.667,5.1,5.1,1,5.1,12.8,17.9,0,0,0,0,12.8,15.3,173,113,13.9,0.773,0,0.667,11.6,30.4,20.7,0,0,0,0,8.9,0.1,0,0.1,0.218,-2.2,-1,-3.2,0,50752
milescj01,C.J.,Miles,SG,SF,32,WAS,10,0,161,5.5,17.1,0.322,3.2,10.2,0.314,2.3,7,0.333,4.4,5.8,0.75,1.2,2.3,3.5,3.5,2.9,1.2,1.2,4.1,18.6,103,114,11.1,0.472,0.593,0.339,2.6,5.7,4.1,10,2.9,2.2,5.6,18.6,0,0.1,0.1,0.035,-1.8,0.1,-1.8,0,8730158
millema01,Malcolm,Miller,SF,PF,26,TOR,28,1,162,3.5,8.5,0.414,2.3,6.5,0.364,1.2,2.1,0.571,0.9,2.3,0.375,0.6,4.1,4.7,3.2,1.5,0.6,1.2,5.3,10.3,108,108,6.7,0.538,0.759,0.276,1.3,8.9,5.2,8.9,1.5,1.2,11,9.6,0.1,0.2,0.3,0.082,-3.5,1.2,-2.3,0,1588231
millspa02,Patty,Mills,PG,SG,31,SAS,66,1,1485,8.3,19.2,0.431,5,13,0.382,3.3,6.3,0.533,3.1,3.6,0.866,0.7,2.8,3.5,3.8,1.7,0.2,1.7,3.4,24.7,115,116,14.8,0.592,0.674,0.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,2.3,0.5,2.8,0.091,1.2,-1.2,0,0.8,12428571
millspa01,Paul,Millsap,PF,C,34,DEN,51,48,1240,8.4,17.5,0.482,2.2,4.9,0.435,6.3,12.5,0.5,4.6,5.6,0.816,3.9,7.8,11.7,3.3,1.8,1.2,2.8,6,23.6,116,110,16.9,0.591,0.283,0.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,30500000
miltosh01,Shake,Milton,SG,PG,23,PHI,40,24,805,8.1,16.7,0.484,3.5,8.1,0.43,4.6,8.6,0.535,3.1,3.9,0.785,0.9,4.4,5.3,6.3,1.2,0.4,2.8,5.5,22.7,118,112,14.4,0.617,0.487,0.235,2.1,10,6,18.8,1.2,0.7,13.3,18.9,1.4,0.7,2.1,0.126,0,-1,-1,0.2,1445697
mitchdo01,Donovan,Mitchell,SG,PG,23,UTA,69,69,2364,12.4,27.6,0.449,3.6,9.7,0.366,8.8,17.9,0.494,5.7,6.6,0.863,1.1,5.2,6.3,6.1,1.4,0.3,3.8,3.5,34.1,110,111,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,3635760
mitrona01,Naz,Mitrou-Long,SG,PG,26,IND,5,0,47,6.2,17.5,0.353,2.1,12.4,0.167,4.1,5.2,0.8,0,0,0,0,7.2,7.2,8.3,1,1,3.1,2.1,14.5,87,109,7.8,0.412,0.706,0,0,16.2,8.2,22.8,1,1.9,15,18.7,-0.1,0.1,0,-0.022,-3.5,2.1,-1.4,0,79568
mokokad01,Adam,Mokoka,SG,PG,21,CHI,11,0,112,5.2,12,0.429,2.6,6.5,0.4,2.6,5.6,0.462,0.9,1.7,0.5,3,1.3,4.3,1.7,1.7,0,0.9,7.3,13.8,115,114,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5,1.7,0,6.3,12.1,0.1,0.1,0.2,0.073,-3.1,-1,-4.1,-0.1,79568
monkma01,Malik,Monk,SG,SF,21,CHO,55,1,1169,9.1,20.9,0.434,2.5,8.7,0.284,6.6,12.2,0.542,3.5,4.3,0.82,1.2,5.6,6.7,4.9,1.1,0.7,3.3,3.2,24.2,102,115,12.6,0.53,0.418,0.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,0.028,-1.1,-1.3,-2.3,-0.1,4028400
moonema01,Matt,Mooney,SG,PG,22,CLE,4,0,19,2.6,10.2,0.25,0,5.1,0,2.6,5.1,0.5,0,0,0,0,7.7,7.7,2.6,5.1,2.6,0,2.6,5.1,69,104,8.1,0.25,0.5,0,0,17.7,8.8,6.7,5.1,4.5,0,9,0,0,0,0.007,-5.4,5,-0.4,0,79568
mooreet01,E'Twaun,Moore,SG,SF,30,NOP,56,6,1020,8.4,19.8,0.426,2.9,7.6,0.377,5.6,12.2,0.456,1.4,2,0.689,1.4,4.5,5.9,3.5,1.5,0.5,1.8,3.6,21.1,104,114,11.3,0.51,0.382,0.103,3.2,10.4,6.8,11,1.5,0.9,8.1,19.9,0.3,0.7,0.9,0.043,-1.9,-0.8,-2.7,-0.2,8664928
moranja01,Ja,Morant,PG,SG,20,MEM,67,67,2074,10.1,21.1,0.477,1.4,4,0.335,8.7,17.1,0.511,5.4,6.9,0.776,1.1,4.7,5.8,11,1.3,0.4,5,2.5,26.9,109,113,17.4,0.556,0.191,0.329,2.6,10.4,6.6,35.2,1.3,0.8,17,25.9,2.3,1.5,3.8,0.088,1.5,-1.2,0.3,1.2,8730240
morgaju01,Juwan,Morgan,PF,C,22,UTA,21,0,134,5.4,9.4,0.577,1.1,2.9,0.375,4.4,6.5,0.667,1.1,1.5,0.75,3.6,6.9,10.5,2.2,0.4,0.7,2.2,6.9,13.1,121,112,10.1,0.648,0.308,0.154,8.5,15.1,11.9,6.2,0.4,1.2,17.8,11,0.2,0.1,0.3,0.106,-2.9,-0.3,-3.2,0,746054
morrima03,Marcus,Morris,SF,PF,30,NYK,43,43,1387,9.9,22.3,0.442,4.1,9.3,0.439,5.8,13.1,0.444,5.7,7,0.823,1.7,6.5,8.2,2.1,1.2,0.6,2.6,4.5,29.5,113,115,16.5,0.582,0.415,0.311,3.6,14.7,9,6.8,1.2,1.2,9.2,24.4,2.1,0.8,2.9,0.101,1.8,-1.1,0.7,0.9,15000000
morrima03,Marcus,Morris,PF,SF,30,LAC,19,19,549,6.4,15,0.425,2.2,7.2,0.31,4.1,7.7,0.533,1.5,1.9,0.818,0.9,5.8,6.7,2.3,1.1,1.1,2.1,4.5,16.5,101,109,8.9,0.523,0.483,0.126,2.1,12.3,7.4,6.8,1.1,2.1,11.6,15.8,0,0.7,0.6,0.055,-2.5,0.3,-2.2,0,15000000
morrima02,Markieff,Morris,PF,SF,30,DET,44,16,988,8.7,19.4,0.45,3.7,9.4,0.397,5,10,0.5,3,3.9,0.772,1.2,7.4,8.6,3.4,1.3,0.5,3.5,5.2,24.2,104,113,12.7,0.573,0.486,0.203,2.7,17.3,9.9,11,1.3,0.9,14.2,21.8,0.3,0.7,1,0.049,-1.1,-1,-2.1,0,1750000
morrima02,Markieff,Morris,PF,SF,30,LAL,14,1,199,6.7,16.5,0.406,3.1,9.3,0.333,3.6,7.2,0.5,1.2,1.4,0.833,3.8,6.9,10.8,1.9,1.2,1.4,1.4,6.9,17.7,110,107,11.5,0.516,0.565,0.087,8.9,15.8,12.4,5.4,1.2,2.7,7.7,16.5,0.2,0.3,0.4,0.106,-1.3,-0.1,-1.4,0,1750000
morrimo01,Monte,Morris,PG,SG,24,DEN,73,12,1636,7.9,17.1,0.459,2,5.2,0.378,5.9,11.9,0.495,2.3,2.7,0.843,0.7,3.4,4.1,7.7,1.7,0.5,1.6,2.2,19.9,118,114,14.9,0.545,0.304,0.157,1.6,7.7,4.7,22.1,1.7,1,8.1,17.5,2.7,1.1,3.8,0.112,0.4,-0.5,-0.2,0.8,1588231
motlejo01,Johnathan,Motley,PF,SF,24,LAC,13,0,41,12.7,17.3,0.733,1.2,1.2,1,11.5,16.1,0.714,5.8,8.1,0.714,3.5,8.1,11.5,9.2,3.5,0,5.8,6.9,32.3,132,104,28.5,0.774,0.067,0.467,7.8,17.3,12.7,32.9,3.5,0,21.7,23.5,0.2,0.1,0.3,0.299,4.8,3.3,8.1,0.1,79568
mudiaem01,Emmanuel,Mudiay,PG,SG,23,UTA,54,2,850,8.6,18.7,0.462,1.7,5,0.345,6.9,13.7,0.504,3.6,4.8,0.759,1,6.2,7.2,6.6,1.4,0.6,4.4,4.1,22.6,103,111,13,0.543,0.266,0.254,2.4,13.5,8.2,20.9,1.4,1,17.3,22.6,0.1,0.9,1,0.057,-1.8,-0.1,-1.9,0,1737145
muldemy01,Mychal,Mulder,SG,SF,25,GSW,7,3,204,6.1,15.7,0.388,3.8,12.2,0.308,2.3,3.5,0.667,2.1,2.8,0.75,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1,104,118,7.8,0.533,0.776,0.179,1.5,11,6.1,5.8,0.5,0.4,6.5,16.2,0,0,0.1,0.017,-3.3,-2.8,-6.1,-0.2,187782
murrade01,Dejounte,Murray,PG,SG,23,SAS,66,58,1687,8.3,18,0.462,1.2,3.1,0.369,7.2,14.9,0.481,2.6,3.2,0.798,2,8.9,10.8,7.7,3.1,0.5,3.5,4.1,20.4,105,110,16.2,0.524,0.174,0.179,4.4,20.1,12.2,23.1,3.1,0.9,15.4,20.8,0.7,2,2.6,0.074,-0.9,1.3,0.4,1,2321735
murraja01,Jamal,Murray,PG,SG,22,DEN,59,59,1904,10.6,23.2,0.456,2.9,8.4,0.346,7.7,14.8,0.519,4.2,4.8,0.881,1.2,5,6.1,7.4,1.7,0.4,3.3,2.6,28.3,112,113,17.7,0.559,0.362,0.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,2.8,1.5,4.3,0.107,2,-0.8,1.2,1.5,4444746
musadz01,DÅ¾anan,Musa,SF,PF,20,BRK,40,0,487,6.2,16.7,0.372,1.8,7.6,0.244,4.4,9.1,0.479,4.4,5.8,0.75,2,6.3,8.4,4.2,1.5,0.1,3.5,2.9,18.7,96,111,9.4,0.484,0.453,0.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.016,-3.5,-0.9,-4.4,-0.3,1911600
muscami01,Mike,Muscala,C,PF,28,OKC,47,2,572,6.5,16.1,0.407,4.6,12.1,0.378,2,3.9,0.5,1.5,1.9,0.818,1.4,7.8,9.2,3.4,0.8,1,1.4,4.9,19.2,114,110,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,2028594
mykhasv01,Sviatoslav,Mykhailiuk,SF,PF,22,DET,56,27,1265,6.5,15.7,0.41,4.5,11.1,0.404,2,4.7,0.425,2.2,2.7,0.814,0.7,3.4,4,4.1,1.6,0.2,2.4,3.4,19.6,110,116,11.2,0.578,0.704,0.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1,0.6,1.6,0.06,-0.7,-1.2,-1.9,0,1416852
naderab01,Abdel,Nader,SF,PF,26,OKC,55,6,867,6.9,14.7,0.468,2.7,7.2,0.375,4.2,7.6,0.556,2.9,3.7,0.773,0.8,4.8,5.6,2.1,1.3,1.1,2.4,4.4,19.3,107,111,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2,12.8,17,0.5,0.9,1.3,0.074,-1.1,0.2,-1,0.2,1618520
nancela02,Larry,Nance,C,PF,27,CLE,56,10,1472,7.6,14.2,0.531,1.9,5.3,0.352,5.7,9,0.636,1.7,2.4,0.676,3.5,10,13.5,4.1,1.9,0.7,2,3,18.6,122,113,17.3,0.608,0.369,0.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,0.128,1.4,0.4,1.7,1.4,12727273
napiesh01,Shabazz,Napier,PG,SG,28,MIN,36,22,856,6.2,15.3,0.403,2.5,8.6,0.296,3.6,6.7,0.54,3.9,4.8,0.818,0.9,5,6,10.1,2.2,0.4,4.1,3.4,18.8,108,113,13.9,0.539,0.562,0.311,2,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,0.071,-0.6,-0.2,-0.8,0.3,1882867
napiesh01,Shabazz,Napier,PG,SG,28,WAS,20,10,488,7.1,16.6,0.428,2.8,7.8,0.358,4.3,8.8,0.489,5.2,6.2,0.831,0.9,3.7,4.6,7.2,2.8,0.4,5,3.7,22.1,104,115,13.6,0.573,0.468,0.376,1.9,9.1,5.4,21.7,2.8,0.7,20.5,21.6,0.1,0.3,0.4,0.039,-0.9,-0.7,-1.5,0,1882867
netora01,Raul,Neto,PG,PG,27,PHI,54,3,668,7.3,16.1,0.455,2.5,6.4,0.386,4.9,9.7,0.5,2.8,3.4,0.83,0.8,3.6,4.4,6.9,1.7,0.4,3.4,3.6,20,109,111,12.7,0.567,0.396,0.212,1.8,8.3,5,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0,1737145
newmama01,Malik,Newman,SG,SF,22,CLE,1,0,4,0,24.3,0,0,12.2,0,0,12.2,0,24.3,24.3,1,0,0,0,0,0,0,12.2,0,24.3,58,123,-11.4,0.347,0.5,1,0,0,0,0,0,0,25.8,41.5,0,0,0,-0.502,-14.5,-11.2,-25.7,0,50752
niangge01,Georges,Niang,PF,SF,26,UTA,66,1,923,7.4,17,0.438,4.7,11.9,0.4,2.7,5.1,0.526,1.1,1.3,0.833,0.8,5.9,6.7,2.3,0.9,0.3,1.6,4,20.7,113,112,11.7,0.589,0.699,0.075,1.9,12.9,7.6,7,0.9,0.4,8.3,17.2,1,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,1678854
noahjo01,Joakim,Noah,C,C,34,LAC,5,0,50,3.8,7.6,0.5,0,0,0,3.8,7.6,0.5,5.7,7.6,0.75,4.7,10.4,15.1,6.6,0.9,0.9,5.7,8.5,13.2,107,107,11.1,0.608,0,1,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,0,0.1,0.1,0.096,-4.1,2.5,-1.6,0,289803
noelne01,Nerlens,Noel,C,C,25,OKC,61,7,1127,7.9,11.6,0.684,0,0.1,0.333,7.9,11.5,0.688,3.4,4.6,0.755,3.9,9,12.9,2.5,2.5,3.9,2.8,7.2,19.4,127,102,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,2028594
norveza01,Zach,Norvell,SG,SF,22,LAL,2,0,5,0,9.5,0,0,0,0,0,9.5,0,0,0,0,0,9.5,9.5,0,0,0,0,0,0,0,111,-5.6,0,0,0,0,21.6,10.9,0,0,0,0,8.4,0,0,0,-0.152,-10.3,-2.5,-12.8,0,50752
norveza01,Zach,Norvell,SG,SF,22,GSW,3,0,36,4,14.6,0.273,4,10.6,0.375,0,4,0,1.3,1.3,1,0,6.6,6.6,4,2.7,0,4,5.3,13.3,78,113,3.7,0.437,0.727,0.091,0,15.6,7.5,11.7,2.7,0,20.8,17.1,-0.1,0,-0.1,-0.075,-6.7,-1,-7.8,-0.1,50752
nowelja01,Jaylen,Nowell,SG,SF,20,MIN,15,0,151,5.8,16.3,0.358,0.9,8,0.115,4.9,8.3,0.593,4.9,5.2,0.941,0.9,3.1,4,5.8,0.9,0.3,0.9,3.4,17.5,109,117,10.5,0.471,0.491,0.321,2,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,1400000
ntilila01,Frank,Ntilikina,PG,SG,21,NYK,57,26,1187,5.4,13.7,0.393,1.8,5.6,0.321,3.6,8,0.444,2.1,2.4,0.864,0.9,4,5,7.1,2.2,0.7,2.9,5.8,14.6,103,113,9.8,0.497,0.411,0.177,2,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,4855800
nunnke01,Kendrick,Nunn,SG,PG,24,MIA,67,67,1962,10,22.7,0.439,3.4,9.7,0.35,6.6,13,0.505,2.1,2.5,0.85,0.5,4,4.5,5.5,1.4,0.4,2.8,3.8,25.5,103,112,12.9,0.534,0.428,0.109,1.2,8.7,5.1,18.5,1.4,0.8,10.6,24.1,0.4,1.6,2,0.049,-1,-1.3,-2.3,-0.1,1416852
nurkiju01,Jusuf,NurkiÄ‡,C,C,25,POR,8,8,253,10.2,20.5,0.495,0.4,1.9,0.2,9.8,18.6,0.525,5.8,6.6,0.886,4.3,11.1,15.4,6,2.1,3,3.6,7.3,26.6,116,108,22.6,0.567,0.092,0.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24,0.5,0.3,0.9,0.164,1,0.9,2,0.2,12000000
nwabada01,David,Nwaba,SF,PF,27,BRK,20,0,268,6.5,12.5,0.521,2.1,4.9,0.429,4.4,7.6,0.581,3.2,4.8,0.667,1.4,6.5,7.9,1.4,1.9,2.1,1.4,5.7,18.4,120,107,14,0.627,0.394,0.38,3.2,14,8.7,4.3,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.138,-1,2,1,0.2,903111
onealro01,Royce,O'Neale,PF,SF,26,UTA,71,62,2049,3.8,8.7,0.433,2.2,5.8,0.377,1.6,2.9,0.545,1,1.3,0.764,0.6,8.6,9.2,4.3,1.4,0.8,1.4,4.8,10.7,117,109,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,1618520
oquinky01,Kyle,O'Quinn,C,PF,29,PHI,29,2,313,6.5,13.2,0.494,1.1,4.2,0.259,5.4,9,0.603,1.7,3.1,0.55,5.3,12.7,18,7.9,1.1,3.7,3.1,5.7,15.8,117,104,18.6,0.544,0.318,0.235,12,29,20.5,22.7,1.1,6.5,17.6,15.7,0.5,0.6,1.1,0.165,0.3,2.7,3,0.4,2028594
ojelese01,Semi,Ojeleye,PF,SF,25,BOS,69,6,1011,3.8,9.4,0.408,2.3,6.1,0.378,1.5,3.3,0.464,1.3,1.5,0.875,1.2,5.7,6.9,1.8,1,0.2,0.9,3.8,11.3,116,111,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1,0.5,8.3,9.7,0.8,1,1.9,0.088,-2.1,0.4,-1.7,0.1,1618520
okafoja01,Jahlil,Okafor,C,C,24,NOP,30,9,467,10,16.1,0.623,0.1,0.3,0.333,9.9,15.8,0.629,4,6.1,0.645,4.8,7.8,12.6,3.7,0.7,2.2,3.8,6.6,24.1,117,112,18.3,0.642,0.019,0.383,10.9,18,14.4,12,0.7,3.9,16.7,19.9,0.9,0.4,1.3,0.133,-0.5,0.3,-0.2,0.2,1702486
okoboel01,Elie,Okobo,PG,SG,22,PHO,55,3,719,4.7,11.9,0.398,1.6,4.7,0.352,3.1,7.2,0.427,3.3,4.7,0.704,1.1,4.9,5.9,7.6,1.6,0.3,2.5,3.6,14.4,109,113,10.6,0.516,0.392,0.392,2.4,11.6,6.9,21.2,1.6,0.5,15.2,14.8,0.5,0.5,1,0.067,-1.9,0,-1.9,0,1416852
okogijo01,Josh,Okogie,SG,SF,21,MIN,62,28,1547,5.1,11.9,0.427,1.2,4.6,0.266,3.9,7.3,0.529,4.6,5.7,0.796,2.6,5.4,8,3,2,0.8,2.6,4.2,16,108,113,11.5,0.553,0.387,0.48,5.7,12.8,9.1,8.9,2,1.4,15.3,15.1,0.9,1.2,2.2,0.068,-2.4,0,-2.4,-0.2,2530680
okpalkz01,KZ,Okpala,SF,PF,20,MIA,5,0,26,5.6,9.4,0.6,0,1.9,0,5.6,7.5,0.75,1.9,3.8,0.5,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.1,110,103,13.7,0.595,0.2,0.4,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0,0,0.1,0.118,-1.3,4,2.7,0,898310
oladivi01,Victor,Oladipo,SG,PG,27,IND,19,16,528,8.9,22.6,0.394,3,9.6,0.317,5.9,13,0.451,4.4,5.4,0.814,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,94,110,11.3,0.506,0.423,0.24,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,-0.6,0.6,0,0.002,-2.2,-1.1,-3.3,-0.2,21000000
olynyke01,Kelly,Olynyk,C,PF,28,MIA,67,9,1300,6.9,14.9,0.462,3.6,8.8,0.406,3.3,6.2,0.543,3.2,3.8,0.86,1.7,9.8,11.5,4.4,1.7,0.9,2.7,6.5,20.6,116,108,14.6,0.621,0.588,0.251,3.9,21.6,13.1,13.3,1.7,1.8,13.8,17.4,1.9,1.8,3.7,0.135,0,1,1,1,11667885
onimi01,Miye,Oni,SG,SF,22,UTA,10,1,109,5.4,14.3,0.375,3.1,8.5,0.368,2.2,5.8,0.385,1.8,2.2,0.8,2.2,5.4,7.6,1.8,1.8,0.9,1.8,4,15.6,104,110,9.7,0.512,0.594,0.156,5.2,11.7,8.6,5.1,1.8,1.5,10.5,15.3,0,0.1,0.1,0.063,-3.2,-1,-4.3,-0.1,898310
osmande01,Cedi,Osman,SF,PF,24,CLE,65,65,1910,6.8,15.5,0.437,3.1,8.2,0.383,3.6,7.3,0.497,1.6,2.4,0.67,1,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3,107,117,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,2907143
oubreke01,Kelly,Oubre,SF,PF,24,PHO,56,55,1933,9.1,20.2,0.452,2.6,7.5,0.352,6.5,12.7,0.511,4.7,6,0.78,1.6,7.2,8.8,2.1,1.7,1,2,4.7,25.6,109,110,14.9,0.56,0.372,0.298,3.8,17.1,10.4,6.6,1.7,1.8,8.2,22.4,1.7,2.1,3.8,0.093,-0.3,-0.3,-0.5,0.7,15625000
owensta01,Tariq,Owens,PF,C,24,PHO,3,0,15,3.2,15.8,0.2,0,6.3,0,3.2,9.5,0.333,6.3,6.3,1,6.3,3.2,9.5,0,3.2,0,0,3.2,12.6,96,111,8.4,0.34,0.4,0.4,14.6,7.5,11.1,0,3.2,0,0,16.7,0,0,0,0.021,-3.1,-2.7,-5.8,0,79568
pargoje01,Jeremy,Pargo,PG,SG,33,GSW,3,0,44,12,23.9,0.5,3.3,7.6,0.429,8.7,16.3,0.533,0,1.1,0,1.1,2.2,3.3,8.7,1.1,0,4.4,8.7,27.2,103,119,12.6,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,0,0,0,0.011,-2.8,-3,-5.9,0,91557
